aa: /ɑː/ aa
easterling: /ˈiːstərˌlɪŋ/ (n.)（《魔戒》中的）东方人
easterlings: /ˈiːstərˌlɪŋz/ (n.)东方人（复数）
eastern: /ˈiːstərn/ (adj.)东方的
easton: /ˈiːstən/ (n.)伊斯顿（地名，人名）
eastward: /ˈiːstwərd/ (adv.)向东
eastwards: /ˈiːstwərdz/ (adv.)向东
easy: /ˈiːzi/ (adj.)容易的，不费力的
easygoing: /ˌiːziˈɡoʊɪŋ/ (adj.)随和的，悠闲的
eat: /iːt/ (v.)吃
eaten: /ˈiːtn/ (v.)(eat的过去分词) 吃
eating: /ˈiːtɪŋ/ (n.)吃；(v.)(eat的现在分词) 吃
eaton: /ˈiːtn/ (n.)伊顿（人名，地名）
eats: /iːts/ (v.)(eat的第三人称单数) 吃
eavesdrop: /ˈiːvzdrɒp/ (v.)偷听，窃听
ebrd: /ˌiːˌbiːˌɑːrˈdiː/ (n.) 欧洲复兴开发银行
eccentric: /ɪkˈsɛntrɪk/ (adj.)古怪的，怪异的
ecclesiastical: /ɪˌkliːziˈæstɪkəl/ (adj.)教会的，宗教的
ecelan: /ɛˈkɛlæn/ (n.) （人名）
echelons: /ˈɛʃəlɒnz/ (n.) 梯队，阶层
echo: /ˈɛkoʊ/ (n.)回声；(v.)发出回声，重复
echoed: /ˈɛkoʊd/ (v.)(echo的过去式和过去分词) 发出回声，重复
echoes: /ˈɛkoʊz/ (n.)回声（复数）；(v.)(echo的第三人称单数) 发出回声，重复
echoing: /ˈɛkoʊɪŋ/ (v.)(echo的现在分词) 发出回声，重复
eclipse: /ɪˈklɪps/ (n.)日食，月食；(v.)使黯然失色，遮蔽
eclipsed: /ɪˈklɪpst/ (v.)(eclipse的过去式和过去分词) 使黯然失色，遮蔽
ecmascript: /ˈɛkməˌskrɪpt/ (n.)  ECMAScript (编程语言)
ecology: /ɪˈkɒlədʒi/ (n.)生态学
economic: /ˌiːkəˈnɒmɪk/ (adj.)经济的
economical: /ˌiːkəˈnɒmɪkl/ (adj.)节约的，经济的
economically: /ˌiːkəˈnɒmɪkli/ (adv.)经济地，节省地
economics: /ˌiːkəˈnɒmɪks/ (n.)经济学
economies: /ɪˈkɒnəmɪz/ (n.)经济体，经济制度
economist: /ɪˈkɒnəmɪst/ (n.)经济学家
economy: /ɪˈkɒnəmi/ (n.)经济，经济体系
ecosystem: /ˈiːkoʊˌsɪstəm/ (n.)生态系统
ecosystems: /ˈiːkoʊˌsɪstəmz/ (n.)生态系统（复数）
ecstatic: /ɛkˈstætɪk/ (adj.)狂喜的，欣喜若狂的
ecthelion: /ɛkˈθɛliən/ （《精灵宝钻》中的人名）
ecw: /ˌiːˌsiːˈdʌbljuː/ (n.) 极限冠军摔角
ed: /ɛd/ (n.) （人名）
edan: /ˈiːdən/ （人名）
edas: /ˈiːdɑːs/ （缩写）
eddo: /ˈɛdoʊ/ (n.) 芋头
eder: /ˈiːdər/ (n.) （地名，人名）
edge: /ɛdʒ/ (n.)边缘，优势；(v.)使…锋利，缓慢移动
edged: /ɛdʒd/ (v.)(edge的过去式和过去分词) 使…锋利，缓慢移动
edgehill: /ˈɛdʒhɪl/ (n.) 艾吉希尔（地名）
edges: /ɛdʒɪz/ (n.)边缘（复数）；(v.)(edge的第三人称单数) 使…锋利，缓慢移动
edict: /ˈiːdɪkt/ (n.)法令，布告
edicts: /ˈiːdɪkts/ (n.)法令，布告（复数）
edine: /ˈɛdiːn/ （人名）
edison: /ˈɛdɪsn/ (n.)爱迪生（人名）
edit: /ˈɛdɪt/ (v.)编辑，修改
editable: /ˈɛdɪtəbl/ (adj.)可编辑的
edited: /ˈɛdɪtɪd/ (v.)(edit的过去式和过去分词) 编辑，修改
editing: /ˈɛdɪtɪŋ/ (n.)编辑；(v.)(edit的现在分词) 编辑，修改
edition: /ɪˈdɪʃn/ (n.)版本，版次
editor: /ˈɛdɪtər/ (n.)编辑
editors: /ˈɛdɪtərz/ (n.)编辑（复数）
edits: /ˈɛdɪts/ (v.)(edit的第三人称单数) 编辑，修改
edmund: /ˈɛdmənd/ (n.)埃德蒙（人名）
edo: /ˈɛdoʊ/ (n.)江户（日本旧称）
educate: /ˈɛdʒʊkeɪt/ (v.)教育，培养
educated: /ˈɛdʒʊkeɪtɪd/ (adj.)受过教育的；(v.)(educate的过去式和过去分词) 教育，培养
educating: /ˈɛdʒʊkeɪtɪŋ/ (v.)(educate的现在分词) 教育，培养
education: /ˌɛdʒʊˈkeɪʃn/ (n.)教育
educational: /ˌɛdʒʊˈkeɪʃənəl/ (adj.)教育的
educators: /ˈɛdʒʊkeɪtərz/ (n.)教育工作者
edward: /ˈɛdwərd/ (n.)爱德华（人名）
edwardian: /ɛdˈwɔːrdiən/ (adj.)爱德华时代的
edwin: /ˈɛdwɪn/ (n.)埃德温（人名）
eel: /iːl/ (n.)鳗鱼
eerie: /ˈɪəri/ (adj.)怪异的，令人毛骨悚然的
eeyasu: /ˌiːˈjɑːsuː/ (n.) （人名）
ef: /ɛf/ (n.) (缩写) 效应，有效
effect: /ɪˈfɛkt/ (n.)效果，影响；(v.)实现，产生
effective: /ɪˈfɛktɪv/ (adj.)有效的
effectively: /ɪˈfɛktɪvli/ (adv.)有效地
effectiveness: /ɪˈfɛktɪvnəs/ (n.)有效性
effects: /ɪˈfɛkts/ (n.)效果，影响（复数）；(v.)(effect的第三人称单数) 实现，产生
efficiency: /ɪˈfɪʃənsi/ (n.)效率
efficient: /ɪˈfɪʃənt/ (adj.)效率高的，高效的
efficiently: /ɪˈfɪʃəntli/ (adv.)高效地
effigies: /ˈɛfɪdʒiz/ (n.)雕像，肖像
effort: /ˈɛfərt/ (n.)努力
effortless: /ˈɛfərtləs/ (adj.)不费力的，轻松的
efforts: /ˈɛfərts/ (n.)努力（复数）
egalitarian: /ɪˌɡælɪˈtɛəriən/ (adj.)平等主义的；(n.)平等主义者
egalitarianism: /ɪˌɡælɪˈtɛəriənɪzəm/ (n.)平等主义
egg: /ɛɡ/ (n.)鸡蛋
eggplant: /ˈɛɡˌplænt/ (n.)茄子
eggs: /ɛɡz/ (n.)鸡蛋（复数）
egregious: /ɪˈɡriːdʒəs/ (adj.)极坏的，恶劣的
egypt: /ˈiːdʒɪpt/ (n.)埃及
egyptian: /ɪˈdʒɪpʃən/ (adj.)埃及的；(n.)埃及人
egyptians: /ɪˈdʒɪpʃənz/ (n.)埃及人（复数）
eiffel: /ˈaɪfəl/ (n.)艾菲尔（塔）
eight: /eɪt/ (num.)八
eighth: /eɪtθ/ (adj.)第八的；(n.)八分之一
eily: /ˈeɪli/ (n.) （人名）
eing: /aɪŋ/ (n.) （人名）
einstein: /ˈaɪnstaɪn/ (n.)爱因斯坦（人名）
einsteins: /ˈaɪnstaɪnz/ (n.)爱因斯坦（复数）
eisen: /ˈaɪzn/ (n.) （人名）
eisenhower: /ˈaɪzənˌhaʊər/ (n.)艾森豪威尔（人名）
eisner: /ˈaɪznər/ (n.)艾斯纳（人名）
either: /ˈaɪðər/ (adj.)任一的；(pron.)任一；(adv.)也（用于否定句）
eject: /ɪˈdʒɛkt/ (v.)喷射，驱逐
ejecting: /ɪˈdʒɛktɪŋ/ (v.)(eject的现在分词) 喷射，驱逐
ejection: /ɪˈdʒɛkʃn/ (n.)喷射，驱逐
ejects: /ɪˈdʒɛkts/ (v.)(eject的第三人称单数) 喷射，驱逐
ekquist: /ˌɛkˈkwɪst/ （人名）
el: /ɛl/ (n.) （缩写）
ela: /ˈiːlə/ （人名）
elaborate: /ɪˈlæbərət/ (adj.)精心的，详尽的；(v.)详细阐述
elaborately: /ɪˈlæbərətli/ (adv.)精心制作地，详尽地
elaboration: /ɪˌlæbəˈreɪʃn/ (n.)详细阐述，精工细作
elanora: /ˌɛləˈnɔːrə/ (n.) （人名）
elapse: /ɪˈlæps/ (v.)消逝，过去
elapsed: /ɪˈlæpst/ (v.)(elapse的过去式和过去分词) 消逝，过去
elastic: /ɪˈlæstɪk/ (adj.)有弹性的
elasticity: /ˌɛlæˈstɪsɪti/ (n.)弹性
elba: /ˈɛlbə/ (n.)厄尔巴岛
elbow: /ˈɛlboʊ/ (n.)肘
eldar: /ˈɛldɑːr/ (n.) (奇幻小说中的) 高等精灵
elder: /ˈɛldər/ (adj.)年长的，资格老的；(n.)长者，长老
elderly: /ˈɛldərli/ (adj.)年长的
elders: /ˈɛldərz/ (n.)长者，长老（复数）
eldest: /ˈɛldɪst/ (adj.)最年长的
eldorado: /ˌɛldəˈrɑːdoʊ/ (n.)黄金国，乌托邦
elect: /ɪˈlɛkt/ (v.)选举，选择；(adj.)当选的
elected: /ɪˈlɛktɪd/ (v.)(elect的过去式和过去分词) 选举，选择
electing: /ɪˈlɛktɪŋ/ (v.)(elect的现在分词) 选举，选择
election: /ɪˈlɛkʃn/ (n.)选举
elections: /ɪˈlɛkʃənz/ (n.)选举（复数）
elective: /ɪˈlɛktɪv/ (adj.)选举产生的，选修的
elector: /ɪˈlɛktər/ (n.)选举人
electoral: /ɪˈlɛktərəl/ (adj.)选举的
electorate: /ɪˈlɛktərət/ (n.)选民
electors: /ɪˈlɛktərz/ (n.)选举人（复数）
electric: /ɪˈlɛktrɪk/ (adj.)电的，电动的
electrical: /ɪˈlɛktrɪkəl/ (adj.)电的
electrically: /ɪˈlɛktrɪkli/ (adv.)用电地
electrician: /ɪˌlɛkˈtrɪʃən/ (n.)电工
electricity: /ɪˌlɛkˈtrɪsɪti/ (n.)电
electrics: /ɪˈlɛktrɪks/ (n.) 电学，电器
electrification: /ɪˌlɛktrɪfɪˈkeɪʃn/ (n.)电气化
electrifying: /ɪˈlɛktrɪfaɪɪŋ/ (adj.)令人兴奋的，使人触电的
electro: /ˈɛlɛkˌtroʊ/ (adj.)电的
electrodes: /ɪˈlɛktroʊdz/ (n.)电极
electrodynamics: /ɪˌlɛktroʊdaɪˈnæmɪks/ (n.)电动力学
electromagnetic: /ɪˌlɛktroʊmæɡˈnɛtɪk/ (adj.)电磁的
electromagnetism: /ɪˌlɛktroʊˈmæɡnɪtɪzəm/ (n.)电磁学
electromechanical: /ɪˌlɛktroʊˌmɛˈkænɪkl/ (adj.)机电的
electron: /ɪˈlɛktrɒn/ (n.)电子
electronic: /ˌɪlɛkˈtrɒnɪk/ (adj.)电子的
electronics: /ˌɪlɛkˈtrɒnɪks/ (n.)电子学，电子产品
electrons: /ɪˈlɛktrɒnz/ (n.)电子（复数）
electroscope: /ɪˈlɛktrəˌskoʊp/ (n.)验电器
electrostatic: /ɪˌlɛktroʊˈstætɪk/ (adj.)静电的
electrotechnical: /ɪˌlɛktroʊˈtɛknɪkl/ (adj.)电气技术的
elegance: /ˈɛlɪɡəns/ (n.)优雅
elegant: /ˈɛlɪɡənt/ (adj.)优雅的
element: /ˈɛlɪmənt/ (n.)元素，要素
elementary: /ˌɛlɪˈmɛntəri/ (adj.)基本的，初级的
elements: /ˈɛlɪmənts/ (n.)元素，要素（复数）
elen: /ˈɛlɛn/ （人名）
elendil: /ˈɛlɛndɪl/ （《魔戒》中的人名）
elendor: /ˈɛlɛndɔːr/ （人名）
elephant: /ˈɛlɪfənt/ (n.)大象
elephants: /ˈɛlɪfənts/ (n.)大象（复数）
elery: /ˈɛləri/ （人名）
elevate: /ˈɛlɪveɪt/ (v.)提升，举起
elevated: /ˈɛlɪveɪtɪd/ (adj.)被提升的，高的；(v.)(elevate的过去式和过去分词) 提升，举起
elevating: /ˈɛlɪveɪtɪŋ/ (v.)(elevate的现在分词) 提升，举起
elevation: /ˌɛlɪˈveɪʃn/ (n.)海拔，高度，提升
elevators: /ˈɛlɪveɪtərz/ (n.)电梯
elf: /ɛlf/ (n.)精灵
elfhelm: /ˈɛlfhɛlm/ (n.) （《魔戒》中的人名）
elias: /ɪˈlaɪəs/ (n.)以利亚（人名）
elidor: /ˈɛlɪˌdɔːr/ （人名）
elif: /ɛˈlɪf/ (n.) （人名）
eligible: /ˈɛlɪdʒəbl/ (adj.)有资格的，合格的
eliminate: /ɪˈlɪmɪneɪt/ (v.)消除，淘汰
eliminated: /ɪˈlɪmɪneɪtɪd/ (v.)(eliminate的过去式和过去分词) 消除，淘汰
eliminating: /ɪˈlɪmɪneɪtɪŋ/ (v.)(eliminate的现在分词) 消除，淘汰
elimination: /ɪˌlɪmɪˈneɪʃn/ (n.)消除，淘汰
elisar: /ˈɛlɪsɑːr/ （人名）
elish: /ˈiːlɪʃ/ （人名）
elite: /ɪˈliːt/ (n.)精英；(adj.)精锐的，一流的
elites: /ɪˈliːts/ (n.)精英（复数）
eliwood: /ˈɛliˌwʊd/ (n.) （人名）
elizabeth: /ɪˈlɪzəbəθ/ (n.)伊丽莎白（人名）
elizabethan: /ɪˌlɪzəˈbiːθən/ (adj.)伊丽莎白时代的
ell: /ɛl/ (n.)  （缩写）
ellie: /ˈɛli/ (n.) 艾莉 (人名)
ellipse: /ɪˈlɪps/ (n.)椭圆
elliptical: /ɪˈlɪptɪkl/ (adj.)椭圆的
ellis: /ˈɛlɪs/ (n.)艾利斯（人名）
ells: /ɛlz/ (n.) 椭圆（复数）
elmont: /ˈɛlmɒnt/ (n.) 埃尔蒙特 (地名)
elon: /ˈiːlɒn/ (n.) 伊隆 (人名)
elongate: /ˈiːlɔːŋɡeɪt/ (v.)延长，伸长
elongated: /ˈiːlɔːŋɡeɪtɪd/ (adj.)延长的；(v.)(elongate的过去式和过去分词) 延长，伸长
elopement: /ɪˈloʊpmənt/ (n.)私奔
eloquence: /ˈɛləkwəns/ (n.)雄辩，口才
eloquent: /ˈɛləkwənt/ (adj.)雄辩的
elos: /ˈiːlɒs/ (n.) （人名）
elros: /ˈɛlrɒs/ (n.) （人名）
elsa: /ˈɛlsə/ (n.) 艾尔莎（人名）
else: /ɛls/ (adv.)其他，另外
elsewhere: /ˌɛlsˈwɛr/ (adv.)在别处
elven: /ˈɛlvən/ (adj.)精灵的
elves: /ɛlvz/ (n.)精灵（复数）
elvis: /ˈɛlvɪs/ (n.)埃尔维斯（人名）
elvish: /ˈɛlvɪʃ/ (adj.)精灵语的
elwing: /ˈɛlwɪŋ/ (n.) （人名）
em: /ɛm/ （字母m）
email: /ˈiːmeɪl/ (n.)电子邮件；(v.)发送电子邮件
emails: /ˈiːmeɪlz/ (n.)电子邮件（复数）
emanated: /ˈɛməˌneɪtɪd/ (v.)(emanate的过去式和过去分词) 发出，散发
emanating: /ˈɛməˌneɪtɪŋ/ (v.)(emanate的现在分词) 发出，散发
emancipation: /ɪˌmænsɪˈpeɪʃn/ (n.)解放
emar: /ˈɛmɑːr/ (n.) （人名）
embargo: /ɪmˈbɑːrɡoʊ/ (n.)禁运；(v.)禁止
embark: /ɪmˈbɑːrk/ (v.)开始，上船
embarked: /ɪmˈbɑːrkt/ (v.)(embark的过去式和过去分词) 开始，上船
embarking: /ɪmˈbɑːrkɪŋ/ (v.)(embark的现在分词) 开始，上船
embarrassing: /ɪmˈbærəsɪŋ/ (adj.)令人尴尬的
embarrassment: /ɪmˈbærəsmənt/ (n.)尴尬

endlessly: /'ɛndləsli/ 无休止地，不停地
endor: /ˈɛndɔːr/ 背书，赞同
endorsed: /ɪnˈdɔːrst/ 被认可的，背书的
endorsement: /ɪnˈdɔːrsmənt/ 支持，认可
endpoint: /ˈɛndpɔɪnt/ 终点，端点
ends: /ɛndz/ 结尾，目的
endurance: /ɪnˈdjʊərəns/ 耐力，忍耐力
endure: /ɪnˈdjʊr/ 忍受，持续
endured: /ɪnˈdjʊrd/ 忍受了的，持续了的
endures: /ɪnˈdjʊrz/ 忍受，持续 (第三人称单数)
enduring: /ɪnˈdjʊərɪŋ/ 持久的，耐用的
enemies: /ˈɛnəmiz/ 敌人，仇敌 (复数)
enemy: /ˈɛnəmi/ 敌人，仇敌 (单数)
energetic: /ˌɛnərˈdʒɛtɪk/ 精力充沛的，积极的
energies: /ˈɛnərdʒiz/ 能量，活力 (复数)
energy: /ˈɛnərdʒi/ 能量，活力
enforce: /ɪnˈfɔːrs/ 强制执行，实施
enforced: /ɪnˈfɔːrst/ 被强制执行的
enforcement: /ɪnˈfɔːrsmənt/ 执行，实施
enforcements: /ɪnˈfɔːrsmənts/ 执行，实施 (复数)
enforcing: /ɪnˈfɔːrsɪŋ/ 正在执行的
eng: /ɛŋ/ 工程 (缩写)
engage: /ɪnˈɡeɪdʒ/ 参与，订婚
engaged: /ɪnˈɡeɪdʒd/ 参与的，订婚的
engagement: /ɪnˈɡeɪdʒmənt/ 订婚，约定
engagements: /ɪnˈɡeɪdʒmənts/ 订婚，约定 (复数)
engaging: /ɪnˈɡeɪdʒɪŋ/ 吸引人的，迷人的
engelbert: /ˈɛŋɡəlbərt/ 英格尔伯特 (人名)
engels: /ˈɛŋɡəlz/ 恩格斯 (人名)
engine: /ˈɛndʒɪn/ 引擎，发动机
engineer: /ˌɛndʒɪˈnɪr/ 工程师
engineered: /ˌɛndʒɪˈnɪrd/ 被设计的，被工程化的
engineering: /ˌɛndʒɪˈnɪrɪŋ/ 工程，工程学
engineers: /ˌɛndʒɪˈnɪrz/ 工程师 (复数)
engines: /ˈɛndʒɪnz/ 引擎，发动机 (复数)
england: /ˈɪŋɡlənd/ 英格兰
englis: /ˈɪŋɡlɪʃ/ 英式的
english: /ˈɪŋɡlɪʃ/ 英语，英国人
englishback: /'ɪŋglɪʃbæk/ 英文的背面
englishman: /ˈɪŋɡlɪʃmən/ 英国男人
engrave: /ɪnˈɡreɪv/ 雕刻
engraving: /ɪnˈɡreɪvɪŋ/ 雕刻品，版画
engrossed: /ɪnˈɡroʊst/ 全神贯注的，专注的
engulfed: /ɪnˈɡʌlft/ 被吞没的
engulfing: /ɪnˈɡʌlfɪŋ/ 正在吞没的
enhance: /ɪnˈhæns/ 提高，增强
enhanced: /ɪnˈhænst/ 被提高的，被增强的
enhancements: /ɪnˈhænsmənts/ 提高，增强 (复数)
enhances: /ɪnˈhænsɪz/ 提高，增强 (第三人称单数)
enhancing: /ɪnˈhænsɪŋ/ 正在提高的，正在增强的
enig: /ˈɛnɪɡ/ 谜
enigma: /ɪˈnɪɡmə/ 谜，谜团
enim: /ˈɛnɪm/ 恩尼姆
enjoy: /ɪnˈdʒɔɪ/ 享受，喜欢
enjoyable: /ɪnˈdʒɔɪəbl/ 令人愉快的
enjoyed: /ɪnˈdʒɔɪd/ 享受过的，喜欢的
enjoying: /ɪnˈdʒɔɪɪŋ/ 正在享受的
enjoyment: /ɪnˈdʒɔɪmənt/ 享受，乐趣
enlightened: /ɪnˈlaɪtənd/ 开明的，被启发的
enlightenment: /ɪnˈlaɪtnmənt/ 启蒙，开明
enlisted: /ɪnˈlɪstɪd/ 入伍的，应征的
enlisting: /ɪnˈlɪstɪŋ/ 正在入伍的
enmities: /ˈɛnmɪtiz/ 敌意，仇恨 (复数)
eno: /ˈiːnoʊ/ 伊诺 (人名或品牌名)
enor: /ˈɛnɔːr/ 恩诺尔
enormous: /ɪˈnɔːrməs/ 巨大的，庞大的
enormously: /ɪˈnɔːrməsli/ 非常地，极其地
enough: /ɪˈnʌf/ 足够
enraged: /ɪnˈreɪdʒd/ 激怒的，暴怒的
enriching: /ɪnˈrɪtʃɪŋ/ 正在丰富的，正在充实的
enrichment: /ɪnˈrɪtʃmənt/ 丰富，充实
enrique: /ɛnˈriːkeɪ/ 恩里克 (人名)
enroll: /ɪnˈroʊl/ 注册，登记
enrolled: /ɪnˈroʊld/ 已注册的，已登记的
enrolling: /ɪnˈroʊlɪŋ/ 正在注册的
enron: /ˈɛnˌrɑːn/ 安然 (公司名)
ensconcing: /ɪnˈskɑːnsɪŋ/ 安置，安顿
enshrined: /ɪnˈʃraɪnd/ 被供奉的，被珍视的
enslave: /ɪnˈsleɪv/ 奴役
enslaved: /ɪnˈsleɪvd/ 被奴役的
enslavement: /ɪnˈsleɪvmənt/ 奴役，奴隶制
ensued: /ɪnˈsjuːd/ 接着发生，随之而来
ensues: /ɪnˈsjuːz/ 接着发生，随之而来 (第三人称单数)
ensuing: /ɪnˈsjuːɪŋ/ 随后的，接下来的
ensure: /ɪnˈʃʊr/ 确保，保证
ensured: /ɪnˈʃʊrd/ 被确保的，被保证的
ensures: /ɪnˈʃʊrz/ 确保，保证 (第三人称单数)
ensuring: /ɪnˈʃʊrɪŋ/ 正在确保的
ent: /ɛnt/ 入口 (缩写)
entail: /ɪnˈteɪl/ 需要，包含
entailed: /ɪnˈteɪld/ 需要的，包含的
entangle: /ɪnˈtæŋɡəl/ 使纠缠，使陷入
entangled: /ɪnˈtæŋɡəld/ 纠缠的，陷入的
entanglement: /ɪnˈtæŋɡəlmənt/ 纠缠，牵连
entanglements: /ɪnˈtæŋɡəlmənts/ 纠缠，牵连 (复数)
enter: /ˈɛntər/ 进入，输入
entered: /ˈɛntərd/ 进入的，输入的
entering: /ˈɛntərɪŋ/ 正在进入的
enterprise: /ˈɛntərpraɪz/ 企业，事业
enterprises: /ˈɛntərpraɪzɪz/ 企业，事业 (复数)
enterprising: /ˈɛntərpraɪzɪŋ/ 有进取心的
enters: /ˈɛntərz/ 进入，输入 (第三人称单数)
entertain: /ˌɛntərˈteɪn/ 娱乐，款待
entertained: /ˌɛntərˈteɪnd/ 被娱乐的，被款待的
entertaining: /ˌɛntərˈteɪnɪŋ/ 有趣的，娱乐的
entertainment: /ˌɛntərˈteɪnmənt/ 娱乐，消遣
entertainments: /ˌɛntərˈteɪnmənts/ 娱乐，消遣 (复数)
entertains: /ˌɛntərˈteɪnz/ 娱乐，款待 (第三人称单数)
enthrall: /ɪnˈθrɔːl/ 迷住，使入迷
enthroned: /ɪnˈθroʊnd/ 登基的，被奉为的
enthusi: /ɪnˈθjuːzi/ 热情的 (缩写)
enthusiasm: /ɪnˈθjuːziæzəm/ 热情，热忱
enthusiastic: /ɪnˌθjuːziˈæstɪk/ 热情的，热心的
enthusiastically: /ɪnˌθjuːziˈæstɪkli/ 热情地，热心地
enthusiasts: /ɪnˈθjuːziæsts/ 热心者，爱好者 (复数)
entice: /ɪnˈtaɪs/ 引诱，诱惑
enticement: /ɪnˈtaɪsmənt/ 引诱，诱惑
entire: /ɪnˈtaɪər/ 整个的，全部的
entirely: /ɪnˈtaɪərli/ 完全地，彻底地
entirety: /ɪnˈtaɪərəti/ 整体，全部
entities: /ˈɛntɪtiz/ 实体 (复数)
entitled: /ɪnˈtaɪtl̩d/ 有资格的，命名的
entitlement: /ɪnˈtaɪtlmənt/ 权利，资格
entity: /ˈɛntɪti/ 实体
entombing: /ɪnˈtuːmɪŋ/ 埋葬的，入殓的
entrance: /ˈɛntrəns/ 入口，进入
entranced: /ɪnˈtrænst/ 出神的，入迷的
entrapped: /ɪnˈtræpt/ 被困的，被诱捕的
entre: /ˈɑːntreɪ/ 进入，中间的
entreaties: /ɪnˈtriːtiz/ 恳求，请求 (复数)
entrepreneurs: /ˌɑːntrəprəˈnɜːrz/ 企业家 (复数)
entries: /ˈɛntriz/ 条目，进入 (复数)
entropic: /ɛnˈtrɒpɪk/ 熵的
entrusted: /ɪnˈtrʌstɪd/ 被委托的
entry: /ˈɛntri/ 进入，条目
entwined: /ɪnˈtwaɪnd/ 缠绕的
enum: /ˈiːnʌm/ 枚举 (缩写)
enumerate: /ɪˈnjuːməreɪt/ 列举，枚举
enumeration: /ɪˌnjuːməˈreɪʃən/ 列举，枚举
enumerations: /ɪˌnjuːməˈreɪʃənz/ 列举，枚举 (复数)
enumerator: /ɪˈnjuːməˌreɪtər/ 列举者，统计员
enumerators: /ɪˈnjuːməˌreɪtərz/ 列举者，统计员 (复数)
enums: /ˈiːnʌmz/ 枚举 (复数)
env: /ɛnv/ 环境 (缩写)
envelope: /ˈɛnvəˌloʊp/ 信封，包络
enveloped: /ɪnˈvɛləpt/ 被包围的，被覆盖的
envelopes: /ˈɛnvəˌloʊps/ 信封，包络 (复数)
envelopment: /ɪnˈvɛləpmənt/ 包围，覆盖
envied: /ˈɛnvɪd/ 被羡慕的
envious: /ˈɛnviəs/ 羡慕的，嫉妒的
environ: /ɪnˈvaɪərən/ 围绕，环境
environment: /ɪnˈvaɪrənmənt/ 环境
environmental: /ɪnˌvaɪrənˈmɛntl/ 环境的
environmentalism: /ɪnˌvaɪrənˈmɛntlɪzəm/ 环保主义
environments: /ɪnˈvaɪrənmənts/ 环境 (复数)
envisaged: /ɪnˈvɪzɪdʒd/ 设想的，预见的
envisioned: /ɪnˈvɪʒənd/ 设想的，展望的
envy: /ˈɛnvi/ 嫉妒，羡慕
enzymes: /ˈɛnzaɪmz/ 酶 (复数)
eons: /ˈiːɒnz/ 亿万年，时代 (复数)
epe: /ˈiːpiːiː/ 电子电源设备 (缩写)
ephesus: /ˈɛfɪsəs/ 以弗所 (古城)
epic: /ˈɛpɪk/ 史诗，史诗般的
epicenter: /ˈɛpɪˌsɛntər/ 震中
epics: /ˈɛpɪks/ 史诗 (复数)
epicurian: /ˌɛpɪˈkjʊəriən/ 享乐主义者，享乐的
epiphany: /ɪˈpɪfəni/ 顿悟，显现
episode: /ˈɛpɪˌsoʊd/ 插曲，片段
episodes: /ˈɛpɪˌsoʊdz/ 插曲，片段 (复数)
epitomized: /ɪˈpɪtəˌmaɪzd/ 是…的典范，概括
epr: /ˈiːˌpiːˌɑːr/ 电子产品回收 (缩写)
eprint: /ˈiːˌprɪnt/ 电子印刷品
epstein: /ˈɛpstaɪn/ 爱泼斯坦 (人名)
eq: /iːˈkjuː/ 等于 (缩写)
equal: /ˈiːkwəl/ 相等的，平等的
equality: /ɪˈkwɑːləti/ 平等，均等
equalizer: /ˈiːkwəˌlaɪzər/ 平衡器，均衡器
equally: /ˈiːkwəli/ 相等地，平等地
equals: /ˈiːkwəlz/ 等于 (第三人称单数)，相等的事物
equate: /ɪˈkweɪt/ 等同，使相等
equation: /ɪˈkweɪʒən/ 方程式，等式
equations: /ɪˈkweɪʒənz/ 方程式，等式 (复数)
equator: /ɪˈkweɪtər/ 赤道
equestrian: /ɪˈkwɛstriən/ 马术的
equilibrium: /ˌiːkwɪˈlɪbriəm/ 平衡，均衡
equinox: /ˈiːkwɪnɒks/ 春分，秋分
equip: /ɪˈkwɪp/ 配备，装备
equipment: /ɪˈkwɪpmənt/ 设备，装备
equipped: /ɪˈkwɪpt/ 配备的，装备的
equipping: /ɪˈkwɪpɪŋ/ 正在装备的
equitable: /ˈɛkwɪtəbl/ 公平的，公正的
equitum: /ˈɛkwɪtəm/ 骑兵 (拉丁语)
equity: /ˈɛkwɪti/ 公平，公正
equivalence: /ɪˈkwɪvələns/ 等值，等效
equivalency: /ɪˈkwɪvələnsi/ 等值，等效
equivalent: /ɪˈkwɪvələnt/ 等价的，相当的
er: /ɜːr/ 错误 (缩写)
era: /ˈɪərə/ 时代，纪元
eradicated: /ɪˈrædɪˌkeɪtɪd/ 被根除的
eras: /ˈɪərəz/ 时代，纪元 (复数)
erase: /ɪˈreɪz/ 擦除，抹去
erased: /ɪˈreɪzd/ 被擦除的，被抹去的
eration: /ɪˈreɪʃən/ 根除，擦除
erected: /ɪˈrɛktɪd/ 竖立的，建立的
erecting: /ɪˈrɛktɪŋ/ 正在竖立的
erections: /ɪˈrɛkʃənz/ 竖立，勃起 (复数)
erectus: /ɪˈrɛktəs/ 直立人
erey: /ɛˈreɪ/ 埃雷
ergonomic: /ˌɜːrɡəˈnɒmɪk/ 人体工程学的
erib: /ˈɜːrɪb/ 欧洲铁路基础设施管理机构 (缩写)
eric: /ˈɛrɪk/ 埃里克 (人名)
ericson: /ˈɛrɪksən/ 埃里克森 (人名)
erikson: /ˈɛrɪksən/ 埃里克森 (人名)
ernestine: /ˈɜːrnəˌstin/ 厄内斯廷 (人名)
ernie: /ˈɜːrni/ 厄尼 (人名)
ernst: /ɜːrnst/ 恩斯特 (人名)
